0.886088,1.28239,2.27863,4.55163,11.4518,3.04617,0.916843,0.352878,0.14479,0.0614324,0.0174925,0.00657213,0.00234195,0.000842089,0.000324234, 
0.668598,1.04633,1.96399,2.93018,4.01631,1.45961,0.54698,0.271103,0.114779,0.0453944,0.0207632,0.00537942,0.00175615,0.000573325,0.000287908, 
0.433948,0.695245,0.875192,1.65449,1.46625,0.639748,0.327105,0.1673,0.0507389,0.0200056,0.0109731,0.00384199,0.002139,0.000670182,0.000241361, 
0.288228,0.354584,0.43741,0.726847,0.532192,0.400115,0.191759,0.0730288,0.0365303,0.0160891,0.00642363,0.00239453,0.0010539,0.000399254,0.000133867, 
0.11442,0.209138,0.208743,0.268846,0.112586,0.116546,0.0886063,0.0353692,0.0147285,0.00791656,0.0030714,0.00134488,0.000733044,0.000240486,9.50E-05, 
-0.401801,0.0898743,0.0981604,0.0884027,0.0567487,0.0453033,0.0233493,0.0124909,0.00972218,0.00481896,0.00190595,0.000810845,0.00028449,0.000149,6.32E-05, 
-0.894603,0.0500803,0.0402183,0.0410372,0.0236259,0.0120023,0.00917402,0.00522877,0.00396885,0.00208799,0.000959288,0.000435638,0.000168656,8.30E-05,3.56E-05, 
-3.44962,0.020692,0.0181141,0.00985127,0.00677279,0.00398911,0.00303373,0.00222045,0.00138274,0.000997341,0.000598831,0.000250996,0.000132784,5.65E-05,2.40E-05, 
-21.5641,0.00740451,0.00851218,0.00477696,0.00290875,0.00133324,0.00123137,0.000943327,0.00065828,0.000419637,0.000138885,6.70E-05,3.95E-05,2.16E-05,1.11E-05, 
-7.99982,0.00313382,0.0037477,0.00115235,0.000831721,0.000662951,0.000497635,0.000440624,0.000234224,0.000142659,7.53E-05,4.31E-05,2.34E-05,1.11E-05,7.04E-06, 
-3.21885,0.000837599,0.00111632,0.000628102,0.000357957,0.000249171,0.00027852,0.000151688,0.000112612,7.17E-05,3.76E-05,1.78E-05,1.24E-05,6.72E-06,3.94E-06, 
-0.660762,0.000363541,0.000355044,0.000239472,9.61E-05,0.000101976,8.20E-05,6.46E-05,3.42E-05,3.15E-05,1.94E-05,9.23E-06,5.34E-06,2.77E-06,1.97E-06, 
-0.155453,0.000104708,0.000141973,0.000110394,4.68E-05,3.67E-05,3.42E-05,1.94E-05,1.80E-05,1.28E-05,7.73E-06,5.05E-06,2.33E-06,1.44E-06,9.69E-07, 
-0.07615,5.68E-05,3.77E-05,4.02E-05,2.00E-05,1.36E-05,1.14E-05,1.08E-05,8.39E-06,5.84E-06,3.60E-06,2.29E-06,1.55E-06,8.63E-07,3.84E-07, 
-0.0196767,2.35E-05,1.73E-05,1.57E-05,8.86E-06,7.33E-06,5.37E-06,5.14E-06,2.93E-06,2.43E-06,1.70E-06,1.22E-06,6.81E-07,4.10E-07,2.18E-07, 
