0.547406,1.23634,3.2725,5.97921,10.9791,7.46775,2.14662,0.813498,0.205506,0.0739531,0.0448199,0.015284,0.00727061,0.00199847,0.000635485,0.000254348,9.48E-05,2.90E-05,1.02E-05, 
0.400668,0.851728,2.18265,3.14227,6.05544,2.29011,0.923384,0.424594,0.182288,0.0622495,0.0253221,0.00917683,0.00379639,0.00139408,0.000376596,0.000191693,6.59E-05,2.02E-05,1.01E-05, 
0.173627,0.489137,0.808543,1.51497,2.05275,0.952304,0.473461,0.219467,0.084278,0.0356725,0.0119018,0.00334415,0.00156938,0.000652813,0.00027606,0.000116094,4.72E-05,2.52E-05,5.52E-06, 
0.0939099,0.317574,0.378808,0.442883,0.66511,0.321585,0.233843,0.0957693,0.0379033,0.0225313,0.0100422,0.00226488,0.00120344,0.000383481,0.000151584,7.03E-05,3.28E-05,1.51E-05,5.96E-06, 
-0.0888524,0.140075,0.189149,0.218383,0.327005,0.146288,0.0779181,0.0469818,0.0281549,0.0121339,0.00413799,0.00206256,0.000900569,0.000308685,0.000159539,5.41E-05,2.06E-05,7.71E-06,4.24E-06, 
-1.32693,0.0408612,0.0887532,0.0708255,0.0923372,0.051896,0.0408617,0.0221049,0.00729508,0.00446519,0.0023311,0.00114774,0.000347959,0.000219904,6.57E-05,2.22E-05,1.30E-05,5.44E-06,2.76E-06, 
-6.81866,0.0177118,0.0252384,0.0285989,0.0260212,0.0205195,0.020499,0.0103654,0.00550811,0.00247763,0.00126707,0.000677912,0.000141259,9.19E-05,3.51E-05,1.53E-05,6.67E-06,3.13E-06,2.14E-06, 
-15.4784,0.00736957,0.0120063,0.00981079,0.0105198,0.00789141,0.00652213,0.00416287,0.0022086,0.000994116,0.000640577,0.000318074,9.48E-05,5.02E-05,2.34E-05,1.02E-05,3.52E-06,2.05E-06,1.13E-06, 
-58.5302,0.00386002,0.00462576,0.00401606,0.00590276,0.00290068,0.00155986,0.00130351,0.000884307,0.000545672,0.000236324,0.000112191,6.52E-05,3.12E-05,1.38E-05,4.73E-06,2.58E-06,1.33E-06,6.30E-07, 
-12.2712,0.00132749,0.0013704,0.0015869,0.00220498,0.00108238,0.000907483,0.000653291,0.000329098,0.000166648,9.36E-05,6.32E-05,2.54E-05,1.39E-05,6.47E-06,3.52E-06,1.41E-06,6.56E-07,3.43E-07, 
-1.69074,0.000495768,0.000805829,0.000459129,0.000634832,0.000483955,0.000442534,0.000193234,0.000148525,8.25E-05,4.10E-05,3.31E-05,1.40E-05,7.67E-06,3.76E-06,2.05E-06,9.76E-07,4.70E-07,2.27E-07, 
-0.318615,0.000171277,0.000219555,0.000227553,0.000159896,0.000157578,0.000105795,8.52E-05,6.39E-05,3.94E-05,2.33E-05,1.57E-05,6.32E-06,3.11E-06,1.73E-06,9.27E-07,4.54E-07,2.19E-07,1.19E-07, 
-0.00754837,7.90E-05,7.58E-05,7.42E-05,7.12E-05,4.76E-05,3.93E-05,2.20E-05,2.42E-05,1.77E-05,1.13E-05,6.11E-06,3.08E-06,1.52E-06,9.77E-07,6.20E-07,2.64E-07,1.34E-07,6.15E-08, 
-0.00117819,2.05E-05,3.22E-05,2.59E-05,2.61E-05,2.05E-05,1.67E-05,1.19E-05,9.20E-06,7.51E-06,5.62E-06,2.64E-06,1.12E-06,5.95E-07,3.13E-07,2.38E-07,1.24E-07,6.08E-08,2.77E-08, 
-0.000315806,7.68E-06,5.17E-06,9.60E-06,1.07E-05,8.05E-06,6.50E-06,6.39E-06,3.56E-06,3.15E-06,2.28E-06,1.03E-06,5.01E-07,3.16E-07,1.64E-07,1.17E-07,3.63E-08,2.67E-08,1.50E-08, 
-7.74E-05,2.92E-06,2.79E-06,3.97E-06,2.66E-06,3.63E-06,2.18E-06,1.49E-06,1.29E-06,7.57E-07,7.61E-07,3.28E-07,1.89E-07,1.52E-07,7.77E-08,3.65E-08,1.96E-08,1.12E-08,7.66E-09, 
-8.21E-06,7.83E-07,1.39E-06,1.58E-06,1.08E-06,1.04E-06,8.19E-07,5.64E-07,5.34E-07,3.41E-07,2.82E-07,1.70E-07,8.15E-08,5.56E-08,3.68E-08,1.77E-08,1.01E-08,5.03E-09,3.03E-09, 
-1.11E-06,3.52E-07,5.98E-07,6.99E-07,3.35E-07,4.60E-07,3.47E-07,2.23E-07,1.75E-07,1.38E-07,1.26E-07,7.19E-08,4.32E-08,3.26E-08,1.84E-08,8.54E-09,4.76E-09,2.77E-09,1.53E-09, 
-2.04E-09,1.56E-07,2.45E-07,2.24E-07,1.94E-07,1.48E-07,1.72E-07,1.33E-07,8.30E-08,6.30E-08,3.58E-08,2.77E-08,2.47E-08,1.36E-08,6.36E-09,4.93E-09,2.01E-09,1.48E-09,9.35E-10, 
